season,week,team,position,player,depth_rank,depth_size,status,active
2025,1,Tampa Bay Buccaneers,WR,Kameron Johnson,6,9,,True
2025,1,Tampa Bay Buccaneers,WR,Ryan Miller,7,9,,True
2025,1,Tampa Bay Buccaneers,WR,Jalen McMillan,8,9,,True
2025,1,Tampa Bay Buccaneers,WR,Jaden Smith,9,9,,True
2025,1,Tampa Bay Buccaneers,TE,Cade Otton,1,4,,True
2025,1,Tampa Bay Buccaneers,TE,Payne Durham,2,4,,True
2025,1,Tampa Bay Buccaneers,TE,Ko Kieft,3,4,,True
2025,1,Tampa Bay Buccaneers,TE,Devin Culp,4,4,,True
2025,1,Tennessee Titans,QB,Cam Ward,1,3,,True
2025,1,Tennessee Titans,QB,Brandon Allen,2,3,,True
2025,1,Tennessee Titans,QB,Will Levis,3,3,,True
2025,1,Tennessee Titans,RB,Tony Pollard,1,4,,True
2025,1,Tennessee Titans,RB,Julius Chestnut,2,4,,True
2025,1,Tennessee Titans,RB,Kalel Mullings,3,4,,True
2025,1,Tennessee Titans,RB,Tyjae Spears,4,4,,True
2025,1,Tennessee Titans,WR,Calvin Ridley,1,7,,True
2025,1,Tennessee Titans,WR,Tyler Lockett,2,7,,True
2025,1,Tennessee Titans,WR,Elic Ayomanor,3,7,,True
2025,1,Tennessee Titans,WR,Van Jefferson,4,7,,True
2025,1,Tennessee Titans,WR,Chimere Dike,5,7,,True
2025,1,Tennessee Titans,WR,Bryce Oliver,6,7,,True
2025,1,Tennessee Titans,WR,Treylon Burks,7,7,,True
2025,1,Tennessee Titans,TE,Chig Okonkwo,1,3,,True
2025,1,Tennessee Titans,TE,Gunnar Helm,2,3,,True
2025,1,Tennessee Titans,TE,David Martin-Robinson,3,3,,True
2025,1,Washington Commanders,QB,Jayden Daniels,1,3,,True
2025,1,Washington Commanders,QB,Marcus Mariota,2,3,,True
2025,1,Washington Commanders,QB,Josh Johnson,3,3,,True
2025,1,Washington Commanders,RB,Austin Ekeler,1,4,,True
2025,1,Washington Commanders,RB,Jacory Croskey-Merritt,2,4,,True
2025,1,Washington Commanders,RB,Jeremy McNichols,3,4,,True
2025,1,Washington Commanders,RB,Chris Rodriguez Jr.,4,4,,True
2025,1,Washington Commanders,WR,Terry McLaurin,1,5,,True
2025,1,Washington Commanders,WR,Deebo Samuel,2,5,,True
2025,1,Washington Commanders,WR,Noah Brown,3,5,,True
2025,1,Washington Commanders,WR,Luke McCaffrey,4,5,,True
2025,1,Washington Commanders,WR,Jaylin Lane,5,5,,True
2025,1,Washington Commanders,TE,Zach Ertz,1,4,,True
2025,1,Washington Commanders,TE,John Bates,2,4,,True
2025,1,Washington Commanders,TE,Ben Sinnott,3,4,,True
2025,1,Washington Commanders,TE,Colson Yankoff,4,4,,True
