season,team,player,position,rush_share,target_share,rz_rush_share,rz_target_share
2025,Arizona Cardinals,James,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,James,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,James,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,James,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,James,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,James,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,James,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,James,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,James,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,James,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,James,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,James,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,James,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,James,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,James,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,James,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,James,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,James,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,James,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,James,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,James,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,James,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,James,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,James,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,James,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,James,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Trey,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Trey,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Trey,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Trey,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Trey,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Trey,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Trey,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Trey,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Trey,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Trey,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Trey,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Trey,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Trey,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Trey,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Trey,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Trey,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Trey,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Trey,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Trey,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Trey,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Trey,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Trey,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Trey,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Trey,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Trey,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Trey,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Trey,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Trey,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Trey,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Trey,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Trey,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Emari,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Emari,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Emari,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Emari,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Emari,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Emari,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Emari,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Emari,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Emari,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Emari,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Emari,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Emari,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Emari,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Emari,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Emari,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Emari,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Emari,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Emari,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Emari,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Emari,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Emari,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Emari,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Emari,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Emari,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Emari,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Emari,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Emari,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Emari,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Emari,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Emari,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Emari,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Emari,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zonovan,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zonovan,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zonovan,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zonovan,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zonovan,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zonovan,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zonovan,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zonovan,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zonovan,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zonovan,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zonovan,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zonovan,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zonovan,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zonovan,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zonovan,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zonovan,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zonovan,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zonovan,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zonovan,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zonovan,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zonovan,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zonovan,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zonovan,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zonovan,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zonovan,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zonovan,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zonovan,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zonovan,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zonovan,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zonovan,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zonovan,RB,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.1176470588235294,0.0,0.10980392156862746
2025,Arizona Cardinals,Greg,WR,0.0,0.0980392156862745,0.0,0.09803921568627451
2025,Arizona Cardinals,Greg,WR,0.0,0.0588235294117647,0.0,0.07058823529411765
2025,Arizona Cardinals,Greg,WR,0.0,0.0392156862745098,0.0,0.03921568627450981
2025,Arizona Cardinals,Greg,WR,0.0,0.0196078431372549,0.0,0.01568627450980392
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Marvin,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Marvin,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Marvin,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Marvin,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Marvin,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Marvin,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Marvin,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Marvin,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Marvin,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Marvin,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Marvin,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Marvin,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Marvin,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Marvin,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Marvin,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Marvin,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Marvin,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Marvin,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Marvin,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Marvin,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Marvin,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Marvin,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Marvin,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Marvin,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Marvin,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Marvin,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Marvin,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Marvin,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Marvin,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Marvin,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Marvin,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Michael,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Michael,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Michael,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Michael,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Michael,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Michael,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Michael,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Michael,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Michael,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Michael,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Michael,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Michael,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Michael,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Michael,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Michael,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Michael,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Michael,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Michael,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Michael,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Michael,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Michael,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Michael,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Michael,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Michael,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Michael,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Michael,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Michael,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Michael,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Michael,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Michael,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Michael,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Xavier,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Xavier,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zay,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zay,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zay,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zay,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zay,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zay,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zay,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zay,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zay,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zay,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zay,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zay,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zay,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zay,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zay,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zay,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zay,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zay,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zay,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zay,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zay,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zay,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zay,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zay,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zay,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zay,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zay,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zay,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zay,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zay,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Zay,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Greg,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Xavier,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Xavier,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Xavier,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Xavier,WR,0.0,0.0,0.0,0.0
2025,Arizona Cardinals,Xavier,WR,0.0,0.0,0.0,0.0
