season,week,date,game_id,team,opponent,player,position,is_home,expected_td,anytime_td_prob,exp_rush_td,exp_rec_td
2025,1,2025-09-07,2025_01_BAL_BUF,Buffalo Bills,Baltimore Ravens,Reggie Gilliam,FB,1,0.08390742793802075,0.08048362631795591,0.08390742793802075,0.0
2025,1,2025-09-07,2025_01_BAL_BUF,Buffalo Bills,Baltimore Ravens,Curtis Samuel,WR,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_BAL_BUF,Buffalo Bills,Baltimore Ravens,Dawson Knox,TE,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_BAL_BUF,Buffalo Bills,Baltimore Ravens,Elijah Moore,WR,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_BAL_BUF,Buffalo Bills,Baltimore Ravens,Jackson Hawes,TE,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_BAL_BUF,Buffalo Bills,Baltimore Ravens,Josh Palmer,WR,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_BAL_BUF,Buffalo Bills,Baltimore Ravens,Keon Coleman,WR,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_BAL_BUF,Buffalo Bills,Baltimore Ravens,Mitchell Trubisky,QB,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_BAL_BUF,Buffalo Bills,Baltimore Ravens,Tyrell Shavers,WR,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_CAR_JAX,Carolina Panthers,Jacksonville Jaguars,David Moore,WR,0,0.9971731096757869,0.6310791326906267,0.0,0.9971731096757869
2025,1,2025-09-07,2025_01_CAR_JAX,Carolina Panthers,Jacksonville Jaguars,Rico Dowdle,RB,0,0.7835682751933062,0.5432267926140344,0.4661241073789652,0.317444167814341
2025,1,2025-09-07,2025_01_CAR_JAX,Carolina Panthers,Jacksonville Jaguars,Tommy Tremble,TE,0,0.5268354039563359,0.40952938291009733,0.0,0.5268354039563359
2025,1,2025-09-07,2025_01_CAR_JAX,Carolina Panthers,Jacksonville Jaguars,Bryce,QB,0,0.25189590368901926,0.22267434940981723,0.25189590368901926,0.0
2025,1,2025-09-07,2025_01_CAR_JAX,Carolina Panthers,Jacksonville Jaguars,Andy Dalton,QB,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_CAR_JAX,Carolina Panthers,Jacksonville Jaguars,Brycen Tremayne,WR,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_CAR_JAX,Carolina Panthers,Jacksonville Jaguars,Chuba Hubbard,RB,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_CAR_JAX,Carolina Panthers,Jacksonville Jaguars,Dalevon Campbell,WR,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_CAR_JAX,Carolina Panthers,Jacksonville Jaguars,Hunter Renfrow,WR,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_CAR_JAX,Carolina Panthers,Jacksonville Jaguars,Ja'Tavion Sanders,TE,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_CAR_JAX,Carolina Panthers,Jacksonville Jaguars,James Mitchell,TE,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_CAR_JAX,Carolina Panthers,Jacksonville Jaguars,Jimmy Horn Jr.,WR,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_CAR_JAX,Carolina Panthers,Jacksonville Jaguars,Mitchell Evans,TE,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_CAR_JAX,Carolina Panthers,Jacksonville Jaguars,Tetairoa McMillan,WR,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_CAR_JAX,Carolina Panthers,Jacksonville Jaguars,Trevor Etienne,RB,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_CAR_JAX,Carolina Panthers,Jacksonville Jaguars,Xavier Legette,WR,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_CAR_JAX,Jacksonville Jaguars,Carolina Panthers,Parker Washington,WR,1,0.9415009888611918,0.6099580528553832,0.0,0.9415009888611918
2025,1,2025-09-07,2025_01_CAR_JAX,Jacksonville Jaguars,Carolina Panthers,Tank Bigsby,RB,1,0.7237299374829989,0.5150599177761173,0.43572659587864626,0.28800334160435265
2025,1,2025-09-07,2025_01_CAR_JAX,Jacksonville Jaguars,Carolina Panthers,Brenton Strange,TE,1,0.465730556245027,0.372323615253232,0.0,0.465730556245027
2025,1,2025-09-07,2025_01_CAR_JAX,Jacksonville Jaguars,Carolina Panthers,Trevor Lawrence,QB,1,0.22528011061062161,0.20170742278260423,0.22528011061062161,0.0
2025,1,2025-09-07,2025_01_CAR_JAX,Jacksonville Jaguars,Carolina Panthers,Bhayshul Tuten,RB,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_CAR_JAX,Jacksonville Jaguars,Carolina Panthers,Brian Thomas Jr.,WR,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_CAR_JAX,Jacksonville Jaguars,Carolina Panthers,Dyami Brown,WR,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_CAR_JAX,Jacksonville Jaguars,Carolina Panthers,Hunter Long,TE,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_CAR_JAX,Jacksonville Jaguars,Carolina Panthers,Johnny Mundt,TE,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_CAR_JAX,Jacksonville Jaguars,Carolina Panthers,LeQuint Allen Jr.,RB,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_CAR_JAX,Jacksonville Jaguars,Carolina Panthers,Nick Mullens,QB,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_CAR_JAX,Jacksonville Jaguars,Carolina Panthers,Tim Patrick,WR,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_CAR_JAX,Jacksonville Jaguars,Carolina Panthers,Travis Etienne,RB,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_CAR_JAX,Jacksonville Jaguars,Carolina Panthers,Travis Hunter,WR,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_CIN_CLE,Cincinnati Bengals,Cleveland Browns,Ja'Marr Chase,WR,0,1.2157266587655096,0.7035055143212934,0.0,1.2157266587655096
2025,1,2025-09-07,2025_01_CIN_CLE,Cincinnati Bengals,Cleveland Browns,Chase Brown,RB,0,0.9862273512280264,0.6270188329993991,0.5731406609818689,0.4130866902461576
2025,1,2025-09-07,2025_01_CIN_CLE,Cincinnati Bengals,Cleveland Browns,Mike Gesicki,TE,0,0.5910602605756706,0.4462601351674047,0.0,0.5910602605756706
2025,1,2025-09-07,2025_01_CIN_CLE,Cincinnati Bengals,Cleveland Browns,Joe Burrow,QB,0,0.2924333989898516,0.2535550426314015,0.2924333989898516,0.0
2025,1,2025-09-07,2025_01_CIN_CLE,Cincinnati Bengals,Cleveland Browns,Andrei Iosivas,WR,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_CIN_CLE,Cincinnati Bengals,Cleveland Browns,Cam Grandy,TE,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_CIN_CLE,Cincinnati Bengals,Cleveland Browns,Charlie Jones,WR,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_CIN_CLE,Cincinnati Bengals,Cleveland Browns,Drew Sample,TE,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_CIN_CLE,Cincinnati Bengals,Cleveland Browns,Jake Browning,QB,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_CIN_CLE,Cincinnati Bengals,Cleveland Browns,Jermaine Burton,WR,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_CIN_CLE,Cincinnati Bengals,Cleveland Browns,Mitchell Tinsley,WR,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_CIN_CLE,Cincinnati Bengals,Cleveland Browns,Noah Fant,TE,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_CIN_CLE,Cincinnati Bengals,Cleveland Browns,Samaje Perine,RB,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_CIN_CLE,Cincinnati Bengals,Cleveland Browns,Tahj Brooks,RB,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_CIN_CLE,Cincinnati Bengals,Cleveland Browns,Tanner,TE,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_CIN_CLE,Cincinnati Bengals,Cleveland Browns,Tee Higgins,WR,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_CIN_CLE,Cleveland Browns,Cincinnati Bengals,DeAndre Carter,WR,1,0.662168682796472,0.48426833756015286,0.0,0.662168682796472
2025,1,2025-09-07,2025_01_CIN_CLE,Cleveland Browns,Cincinnati Bengals,Jerome Ford,RB,1,0.6514839139754207,0.47872831977454855,0.38494074495054326,0.2665431690248774
2025,1,2025-09-07,2025_01_CIN_CLE,Cleveland Browns,Cincinnati Bengals,David Njoku,TE,1,0.46415990391301415,0.37133697924754017,0.0,0.46415990391301415
2025,1,2025-09-07,2025_01_CIN_CLE,Cleveland Browns,Cincinnati Bengals,Joe Flacco,QB,1,0.1581684011846065,0.1462939952398119,0.1581684011846065,0.0
2025,1,2025-09-07,2025_01_CIN_CLE,Cleveland Browns,Cincinnati Bengals,Blake Whiteheart,TE,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_CIN_CLE,Cleveland Browns,Cincinnati Bengals,Cedric Tillman,WR,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_CIN_CLE,Cleveland Browns,Cincinnati Bengals,Dillon Gabriel,QB,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_CIN_CLE,Cleveland Browns,Cincinnati Bengals,Dylan Sampson,RB,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_CIN_CLE,Cleveland Browns,Cincinnati Bengals,Gage Larvadain,WR,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_CIN_CLE,Cleveland Browns,Cincinnati Bengals,Harold Fannin Jr.,TE,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_CIN_CLE,Cleveland Browns,Cincinnati Bengals,Isaiah Bond,WR,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_CIN_CLE,Cleveland Browns,Cincinnati Bengals,Jamari Thrash,WR,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_CIN_CLE,Cleveland Browns,Cincinnati Bengals,Jerry Jeudy,WR,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_CIN_CLE,Cleveland Browns,Cincinnati Bengals,Raheim Sanders,RB,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_CIN_CLE,Cleveland Browns,Cincinnati Bengals,Shedeur Sanders,QB,1,0.0,0.0,0.0,0.0
2025,1,2025-09-04,2025_01_DAL_PHI,Dallas Cowboys,Philadelphia Eagles,CeeDee Lamb,WR,0,0.8636712219555716,0.5783885914342115,0.0,0.8636712219555716
2025,1,2025-09-04,2025_01_DAL_PHI,Dallas Cowboys,Philadelphia Eagles,Javonte Williams,RB,0,0.6817152186472435,0.4942512217453545,0.42822876568038415,0.2534864529668593
2025,1,2025-09-04,2025_01_DAL_PHI,Dallas Cowboys,Philadelphia Eagles,Jake Ferguson,TE,0,0.4783337933968303,0.3801847277962632,0.0,0.4783337933968303
2025,1,2025-09-04,2025_01_DAL_PHI,Dallas Cowboys,Philadelphia Eagles,Dak Prescott,QB,0,0.19388594477831986,0.17624814788904408,0.19388594477831986,0.0
2025,1,2025-09-04,2025_01_DAL_PHI,Dallas Cowboys,Philadelphia Eagles,Brevyn Spann-Ford,TE,0,0.0,0.0,0.0,0.0
2025,1,2025-09-04,2025_01_DAL_PHI,Dallas Cowboys,Philadelphia Eagles,George Pickens,WR,0,0.0,0.0,0.0,0.0
2025,1,2025-09-04,2025_01_DAL_PHI,Dallas Cowboys,Philadelphia Eagles,Hunter Luepke,RB,0,0.0,0.0,0.0,0.0
2025,1,2025-09-04,2025_01_DAL_PHI,Dallas Cowboys,Philadelphia Eagles,Jalen,WR,0,0.0,0.0,0.0,0.0
2025,1,2025-09-04,2025_01_DAL_PHI,Dallas Cowboys,Philadelphia Eagles,Jaydon Blue,RB,0,0.0,0.0,0.0,0.0
2025,1,2025-09-04,2025_01_DAL_PHI,Dallas Cowboys,Philadelphia Eagles,Joe Milton III,QB,0,0.0,0.0,0.0,0.0
2025,1,2025-09-04,2025_01_DAL_PHI,Dallas Cowboys,Philadelphia Eagles,KaVontae Turpin,WR,0,0.0,0.0,0.0,0.0
2025,1,2025-09-04,2025_01_DAL_PHI,Dallas Cowboys,Philadelphia Eagles,Luke Schoonmaker,TE,0,0.0,0.0,0.0,0.0
2025,1,2025-09-04,2025_01_DAL_PHI,Dallas Cowboys,Philadelphia Eagles,Miles Sanders,RB,0,0.0,0.0,0.0,0.0
2025,1,2025-09-04,2025_01_DAL_PHI,Philadelphia Eagles,Dallas Cowboys,A.J. Brown,WR,1,1.1533133997186136,0.6844106386045934,0.0,1.1533133997186136
2025,1,2025-09-04,2025_01_DAL_PHI,Philadelphia Eagles,Dallas Cowboys,Saquon Barkley,RB,1,0.769031434076836,0.5365382557577935,0.46691452412248446,0.3021169099543516
2025,1,2025-09-04,2025_01_DAL_PHI,Philadelphia Eagles,Dallas Cowboys,Dallas Goedert,TE,1,0.561823587329474,0.4298316365700502,0.0,0.561823587329474
2025,1,2025-09-04,2025_01_DAL_PHI,Philadelphia Eagles,Dallas Cowboys,Jalen Hurts,QB,1,0.31965397152568165,0.2735996512048845,0.31965397152568165,0.0
2025,1,2025-09-04,2025_01_DAL_PHI,Philadelphia Eagles,Dallas Cowboys,AJ Dillon,RB,1,0.0,0.0,0.0,0.0
2025,1,2025-09-04,2025_01_DAL_PHI,Philadelphia Eagles,Dallas Cowboys,Ben VanSumeren,RB,1,0.0,0.0,0.0,0.0
2025,1,2025-09-04,2025_01_DAL_PHI,Philadelphia Eagles,Dallas Cowboys,Darius Cooper,WR,1,0.0,0.0,0.0,0.0
2025,1,2025-09-04,2025_01_DAL_PHI,Philadelphia Eagles,Dallas Cowboys,DeVonta Smith,WR,1,0.0,0.0,0.0,0.0
2025,1,2025-09-04,2025_01_DAL_PHI,Philadelphia Eagles,Dallas Cowboys,Grant Calcaterra,TE,1,0.0,0.0,0.0,0.0
2025,1,2025-09-04,2025_01_DAL_PHI,Philadelphia Eagles,Dallas Cowboys,Jahan Dotson,WR,1,0.0,0.0,0.0,0.0
2025,1,2025-09-04,2025_01_DAL_PHI,Philadelphia Eagles,Dallas Cowboys,John Metchie III,WR,1,0.0,0.0,0.0,0.0
2025,1,2025-09-04,2025_01_DAL_PHI,Philadelphia Eagles,Dallas Cowboys,Kylen Granson,TE,1,0.0,0.0,0.0,0.0
2025,1,2025-09-04,2025_01_DAL_PHI,Philadelphia Eagles,Dallas Cowboys,Sam Howell,QB,1,0.0,0.0,0.0,0.0
2025,1,2025-09-04,2025_01_DAL_PHI,Philadelphia Eagles,Dallas Cowboys,Tanner McKee,QB,1,0.0,0.0,0.0,0.0
2025,1,2025-09-04,2025_01_DAL_PHI,Philadelphia Eagles,Dallas Cowboys,Will Shipley,RB,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_DET_GB,Detroit Lions,Green Bay Packers,Kalif Raymond,WR,0,1.0281759006295887,0.6423412289560404,0.0,1.0281759006295887
2025,1,2025-09-07,2025_01_DET_GB,Detroit Lions,Green Bay Packers,Jahmyr Gibbs,RB,0,0.9498118554237654,0.6131862064740959,0.5900022537292069,0.35980960169455856
2025,1,2025-09-07,2025_01_DET_GB,Detroit Lions,Green Bay Packers,Sam LaPorta,TE,0,0.6572946494608218,0.4817485083678912,0.0,0.6572946494608218
2025,1,2025-09-07,2025_01_DET_GB,Detroit Lions,Green Bay Packers,Jared Goff,QB,0,0.20749425107819486,0.1873820865634891,0.20749425107819486,0.0
2025,1,2025-09-07,2025_01_DET_GB,Detroit Lions,Green Bay Packers,Amon-Ra St. Brown,WR,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_DET_GB,Detroit Lions,Green Bay Packers,Brock Wright,TE,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_DET_GB,Detroit Lions,Green Bay Packers,Craig Reynolds,RB,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_DET_GB,Detroit Lions,Green Bay Packers,David Montgomery,RB,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_DET_GB,Detroit Lions,Green Bay Packers,Dominic Lovett,WR,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_DET_GB,Detroit Lions,Green Bay Packers,Isaac TeSlaa,WR,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_DET_GB,Detroit Lions,Green Bay Packers,Jameson Williams,WR,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_DET_GB,Detroit Lions,Green Bay Packers,Kyle Allen,QB,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_DET_GB,Detroit Lions,Green Bay Packers,Shane Zylstra,TE,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_DET_GB,Detroit Lions,Green Bay Packers,Sione Vaki,RB,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_DET_GB,Green Bay Packers,Detroit Lions,Jayden Reed,WR,1,0.8301556424301257,0.5640185761677637,0.0,0.8301556424301257
2025,1,2025-09-07,2025_01_DET_GB,Green Bay Packers,Detroit Lions,Josh Jacobs,RB,1,0.7016861748437244,0.5042513203101269,0.41234639548560764,0.2893397793581167
2025,1,2025-09-07,2025_01_DET_GB,Green Bay Packers,Detroit Lions,Tucker Kraft,TE,1,0.44796979174848905,0.3610760154831816,0.0,0.44796979174848905
2025,1,2025-09-07,2025_01_DET_GB,Green Bay Packers,Detroit Lions,Jordan Love,QB,1,0.19884030581386064,0.18031921886312552,0.19884030581386064,0.0
2025,1,2025-09-07,2025_01_DET_GB,Green Bay Packers,Detroit Lions,Ben Sims,TE,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_DET_GB,Green Bay Packers,Detroit Lions,Bo Melton,WR,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_DET_GB,Green Bay Packers,Detroit Lions,Chris Brooks,RB,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_DET_GB,Green Bay Packers,Detroit Lions,Dontayvion Wicks,WR,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_DET_GB,Green Bay Packers,Detroit Lions,Emanuel Wilson,RB,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_DET_GB,Green Bay Packers,Detroit Lions,John FitzPatrick,TE,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_DET_GB,Green Bay Packers,Detroit Lions,Luke Musgrave,TE,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_DET_GB,Green Bay Packers,Detroit Lions,Malik Willis,QB,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_DET_GB,Green Bay Packers,Detroit Lions,Malik Heath,WR,1,0.0,0.0,0.0,0.0
